"species","x","y","year","ID"
"Araucaria angustifolia",-53.052482,-25.771417,"2022","594"
"Araucaria angustifolia",-54.745426,-27.377323,"2022","597"
"Araucaria angustifolia",-50.922347,-27.023594,"2022","604"
"Araucaria angustifolia",-53.528738,-25.766295,"2022","606"
"Araucaria angustifolia",-53.052577,-26.078495,"2022","610"
"Araucaria angustifolia",-52.680067,-25.99962,"2022","611"
"Araucaria angustifolia",-52.289951,-31.867673,"2021","617"
"Araucaria angustifolia",-51.909847,-27.465633,"2021","621"
"Araucaria angustifolia",-47.450884,-24.289893,"2021","622"
"Araucaria angustifolia",-54.821062,-29.887278,"2021","625"
"Araucaria angustifolia",-55.795408,-29.790648,"2021","626"
"Araucaria angustifolia",-53.72206,-29.7027,"2021","627"
"Araucaria angustifolia",-50.788974,-25.725707,"2021","634"
"Araucaria angustifolia",-45.97211,-22.88582,"2023","646"
"Araucaria angustifolia",-50.158322,-25.099425,"2021","649"
"Araucaria angustifolia",-54.072142,-29.353329,"2021","659"
"Araucaria angustifolia",-49.499996,-25.69888,"2021","664"
"Araucaria angustifolia",-49.726126,-25.300006,"2021","665"
"Araucaria angustifolia",-60.263958,-35.230788,"2023","677"
"Araucaria angustifolia",-55.281919,-33.579291,"2021","689"
"Araucaria angustifolia",-44.174128,-22.734047,"2021","690"
"Araucaria angustifolia",-44.66,-22.02,"2021","691"
"Araucaria angustifolia",-53.922127,-26.546825,"2021","692"
"Araucaria angustifolia",-44.35,-20.04,"2021","694"
"Araucaria angustifolia",-49.592961,-28.014963,"2021","697"
"Araucaria angustifolia",-48.07453,-25.007003,"2021","699"
"Araucaria angustifolia",-43.930638,-21.708941,"2021","700"
"Araucaria angustifolia",-51.083328,-28.224758,"2021","701"
"Araucaria angustifolia",-46.76,-23.54,"2021","703"
"Araucaria angustifolia",-49.132577,-26.772786,"2021","704"
"Araucaria angustifolia",-53.975984,-25.858384,"2021","710"
"Araucaria angustifolia",-54.571939,-25.502658,"2021","711"
"Araucaria angustifolia",-54.135232,-25.531219,"2021","716"
"Araucaria angustifolia",-53.487654,-28.252427,"2021","718"
"Araucaria angustifolia",-51.033659,-25.3642,"2021","719"
"Araucaria angustifolia",-52.83905,-27.144929,"2021","723"
"Araucaria angustifolia",-50.594077,-28.647932,"2021","726"
"Araucaria angustifolia",-54.451215,-25.685352,"2021","728"
"Araucaria angustifolia",-58.77,-34.57,"2020","741"
"Araucaria angustifolia",-49.311581,-25.425268,"2020","745"
"Araucaria angustifolia",-46.59,-23.71,"2020","746"
"Araucaria angustifolia",-53.985288,-32.347331,"2023","747"
"Araucaria angustifolia",-49.31,-22.99,"2020","759"
"Araucaria angustifolia",-43.26175,-22.473545,"2020","760"
"Araucaria angustifolia",-50.435226,-29.792325,"2023","766"
"Araucaria angustifolia",-52.047759,-27.261726,"2020","771"
"Araucaria angustifolia",-49.96416,-28.25469,"2020","772"
"Araucaria angustifolia",-52.615317,-27.077896,"2020","779"
"Araucaria angustifolia",-55.913106,-27.465642,"2020","780"
"Araucaria angustifolia",-51.039167,-29.937222,"2020","782"
"Araucaria angustifolia",-45.651051,-22.682083,"2020","783"
"Araucaria angustifolia",-52.236216,-29.3478,"2020","786"
"Araucaria angustifolia",-48.42,-23.04,"2020","787"
"Araucaria angustifolia",-49.32,-23.94,"2020","788"
"Araucaria angustifolia",-43.011742,-22.262975,"2020","789"
"Araucaria angustifolia",-51.59745,-25.918408,"2020","790"
"Araucaria angustifolia",-58.48,-34.55,"2020","791"
"Araucaria angustifolia",-55.021042,-26.79888,"2020","798"
"Araucaria angustifolia",-52.275942,-25.481055,"2020","799"
"Araucaria angustifolia",-50.78303,-29.494775,"2023","805"
"Araucaria angustifolia",-53.834438,-26.426118,"2020","806"
"Araucaria angustifolia",-45.831815,-23.564141,"2019","808"
"Araucaria angustifolia",-48.925682,-27.056591,"2023","816"
"Araucaria angustifolia",-42.95,-22.43,"2019","818"
"Araucaria angustifolia",-49.823608,-27.397825,"2023","823"
"Araucaria angustifolia",-45.03265,-22.086358,"2019","824"
"Araucaria angustifolia",-52.536833,-26.954553,"2019","826"
"Araucaria angustifolia",-51.891944,-26.085556,"2019","827"
"Araucaria angustifolia",-49.612949,-25.43948,"2019","828"
"Araucaria angustifolia",-47.144566,-23.550788,"2023","831"
"Araucaria angustifolia",-51.586666,-27.776112,"2019","832"
"Araucaria angustifolia",-50.46867169,-24.65577876,"2019","834"
"Araucaria angustifolia",-51.663863,-29.370934,"2023","839"
"Araucaria angustifolia",-50.365531,-29.095667,"2019","843"
"Araucaria angustifolia",-51.46,-25.81,"2019","845"
"Araucaria angustifolia",-49.564445,-28.368407,"2019","848"
"Araucaria angustifolia",-53.822486,-32.191007,"2023","850"
"Araucaria angustifolia",-49.655862,-28.565923,"2019","853"
"Araucaria angustifolia",-43.750227,-21.319153,"2019","860"
"Araucaria angustifolia",-48.9,-23.1,"2019","862"
"Araucaria angustifolia",-48.52,-27.6,"2019","865"
"Araucaria angustifolia",-51.783722,-25.420136,"2019","869"
"Araucaria angustifolia",-53.294536,-24.996622,"2019","873"
"Araucaria angustifolia",-53.620833,-25.572778,"2018","876"
"Araucaria angustifolia",-53.371389,-25.342222,"2018","877"
"Araucaria angustifolia",-48.718611,-24.772222,"2018","894"
"Araucaria angustifolia",-50.3299,-27.834812,"2023","897"
"Araucaria angustifolia",-47.4,-22.59,"2018","898"
"Araucaria angustifolia",-43.23556,-22.91111,"2018","906"
"Araucaria angustifolia",-49.862928,-24.40488,"2023","917"
"Araucaria angustifolia",-41.266858,-20.273678,"2018","918"
"Araucaria angustifolia",-49.461885,-26.121969,"2017","936"
"Araucaria angustifolia",-51.63235947,-25.78570949,"2017","937"
"Araucaria angustifolia",-53.539124,-26.983276,"2016","942"
"Araucaria angustifolia",-44.869878,-22.283014,"2023","944"
"Araucaria angustifolia",-49.459488,-25.468886,"2016","947"
"Araucaria angustifolia",-49.378738,-26.334653,"2016","948"
"Araucaria angustifolia",-44.833524,-23.17469,"2016","951"
"Araucaria angustifolia",-49.628052,-27.20661,"2016","956"
"Araucaria angustifolia",-50.803889,-26.646111,"2016","957"
"Araucaria angustifolia",-44.938889,-22.420556,"2016","960"
"Araucaria angustifolia",-45.105833,-22.458333,"2016","962"
"Araucaria angustifolia",-46.642163,-21.513719,"2015","966"
"Araucaria angustifolia",-49.204259,-25.767288,"2023","969"
"Araucaria angustifolia",-50.086244,-29.183213,"2015","971"
"Araucaria angustifolia",-42.694505,-22.32372,"2015","981"
"Araucaria angustifolia",-54.109311,-26.621583,"2014","985"
"Araucaria angustifolia",-50.15160033,-24.89362689,"2014","988"
"Araucaria angustifolia",-53.965833,-25.331111,"2014","997"
"Araucaria angustifolia",-49.62432,-28.157398,"2013","1005"
"Araucaria angustifolia",-52.101574,-32.035906,"2023","1009"
"Araucaria angustifolia",-46.635582,-23.443457,"2013","1014"
"Araucaria angustifolia",-53.444247,-24.958601,"2013","1018"
"Araucaria angustifolia",-43.486699,-20.102646,"2013","1020"
"Araucaria angustifolia",-49.09481555,-25.66441282,"2013","1026"
"Araucaria angustifolia",-46.282312,-22.811047,"2023","1034"
"Araucaria angustifolia",-43.45582532,-22.92688214,"2012","1037"
"Araucaria angustifolia",-54.832089,-27.075202,"2012","1038"
"Araucaria angustifolia",-44.537648,-22.330151,"2011","1046"
"Araucaria angustifolia",-51.521834,-27.604336,"2011","1053"
"Araucaria angustifolia",-50.3936,-29.428833,"2011","1054"
"Araucaria angustifolia",-49.676391,-26.711496,"2011","1055"
"Araucaria angustifolia",-49.398853,-26.871325,"2011","1058"
"Araucaria angustifolia",-50.289789,-29.8629,"2010","1065"
"Araucaria angustifolia",-44.607197,-22.449733,"2010","1072"
"Araucaria angustifolia",-50.599336,-29.456585,"2023","1073"
"Araucaria angustifolia",-44.735802,-22.356214,"2010","1075"
"Araucaria angustifolia",-51.342362,-29.223187,"2010","1081"
"Araucaria angustifolia",-49.726111,-25.788611,"2010","1082"
"Araucaria angustifolia",-49.410833,-27.629167,"2009","1097"
"Araucaria angustifolia",-41.699586,-20.558867,"2008","1102"
"Araucaria angustifolia",-50.67,-28.260278,"2008","1104"
"Araucaria angustifolia",-49.378488,-28.229265,"2008","1112"
"Araucaria angustifolia",-50.738452,-29.276436,"2007","1115"
"Araucaria angustifolia",-43.48708,-20.409231,"2006","1121"
"Araucaria angustifolia",-45.31,-23.221667,"2005","1124"
"Araucaria angustifolia",-48.679318,-24.5579763,"2004","1125"
"Araucaria angustifolia",-44.990341,-23.175282,"2002","1132"
"Araucaria angustifolia",-51.46,-28.44,"2022","1134"
"Araucaria angustifolia",-47.0726036,-23.7249783,"2000","1140"
"Araucaria angustifolia",-54.8689,-29.1833,"1998","1143"
"Araucaria angustifolia",-51.990556,-26.484444,"1998","1146"
"Araucaria angustifolia",-49.486111,-28.935278,"1993","1149"
"Araucaria angustifolia",-46.83,-23.76,"2022","1150"
"Araucaria angustifolia",-51.43362729,-30.17764052,"1993","1152"
"Araucaria angustifolia",-45.746339,-22.849011,"2022","1156"
"Araucaria angustifolia",-44.643828,-22.171342,"2022","1158"
"Araucaria angustifolia",-49.910961,-24.541057,"2022","1160"
"Araucaria angustifolia",-48.8347669,-25.4807848,"1985","1161"
"Araucaria angustifolia",-51.655308,-26.11119,"2022","1164"
